,Batsmen,Country,Runs,OUT,Mins,Balls,4's,6's,SR,inn,opp,ground,date,Year,100's,50's,30's,Stadium,cont
4572,AR Patel,INDIA,2,0,7,3,0,0,66.66,1,South Africa,Dharamsala,2-Oct-15,2015,0,0,0,India,Asia
4573,AF Milne,New Zealand,2,0,-,2,0,0,100,2,Pakistan,Auckland,15-Jan-16,2016,0,0,0,New Zealand,Australia
4574,MJ Santner,New Zealand,2,0,8,3,0,0,66.66,1,Pakistan,Wellington,22-Jan-16,2016,0,0,0,New Zealand,Australia
4575,KJ Abbott,South Africa,2,0,8,2,0,0,100,2,England,Cape Town,19-Feb-16,2016,0,0,0,South Africa,Africa
4576,MR Marsh,Australia,2,0,12,1,0,0,200,2,South Africa,Johannesburg,6-Mar-16,2016,0,0,0,South Africa,Africa
4577,AF Milne,New Zealand,2,0,1,2,0,0,100,1,Australia,Dharamsala,18-Mar-16,2016,0,0,0,India,Asia
4578,A Zampa,Australia,2,0,1,1,0,0,200,2,New Zealand,Dharamsala,18-Mar-16,2016,0,0,0,India,Asia
4579,S Badree,West Indies,2,0,7,2,0,0,100,2,Afghanistan,Nagpur,27-Mar-16,2016,0,0,0,India,Asia
4580,L Ngidi,South Africa,2,0,5,3,0,0,66.66,1,Sri Lanka,Johannesburg,22-Jan-17,2017,0,0,0,South Africa,Africa
4581,BA Stokes,England,2,0,15,5,0,0,40,2,India,Kanpur,26-Jan-17,2017,0,0,0,India,Asia
4582,MC Henriques,Australia,2,0,-,3,0,0,66.66,1,Sri Lanka,Adelaide,22-Feb-17,2017,0,0,0,Australia,Australia
4583,R Powell,West Indies,2,0,-,4,0,0,50,2,Afghanistan,Basseterre,2-Jun-17,2017,0,0,0,West Indies,North America
4584,KOK Williams,West Indies,2,0,4,2,0,0,100,1,England,Chester-le-Street,16-Sep-17,2017,0,0,0,England,Europe
4585,B Kumar,INDIA,2,0,12,3,0,0,66.66,2,New Zealand,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
4586,CJ Dala,South Africa,2,0,11,3,0,0,66.66,2,India,Johannesburg,18-Feb-18,2018,0,0,0,South Africa,Africa
4587,KD Karthik,INDIA,2,0,-,2,0,0,100,2,Bangladesh,Colombo (RPS),8-Mar-18,2018,0,0,0,Sri Lanka,Asia
4588,KD Karthik,INDIA,2,0,-,2,0,0,100,1,Bangladesh,Colombo (RPS),14-Mar-18,2018,0,0,0,Sri Lanka,Asia
4589,S Badree,West Indies,2,0,-,2,0,0,100,2,Pakistan,Karachi,2-Apr-18,2018,0,0,0,Pakistan,Asia
4590,B Stanlake,Australia,2,0,-,7,0,0,28.57,2,Pakistan,Abu Dhabi,24-Oct-18,2018,0,0,0,United Arab Emirates,Asia
4591,AJ Tye,Australia,2,0,-,1,0,0,200,2,Pakistan,Dubai (DSC),26-Oct-18,2018,0,0,0,United Arab Emirates,Asia
4592,CJ Jordan,England,2,0,-,1,0,0,200,1,Sri Lanka,Colombo (RPS),27-Oct-18,2018,0,0,0,Sri Lanka,Asia
4593,AL Phehlukwayo,South Africa,2,0,-,3,0,0,66.66,1,Australia,Carrara,17-Nov-18,2018,0,0,0,Australia,Australia
4594,NM Coulter-Nile,Australia,2,0,-,4,0,0,50,2,South Africa,Carrara,17-Nov-18,2018,0,0,0,Australia,Australia
4595,BR McDermott,Australia,2,0,-,3,0,0,66.66,1,India,Brisbane,21-Nov-18,2018,0,0,0,Australia,Australia
4596,SS Cottrell,West Indies,2,0,-,2,0,0,100,1,Bangladesh,Dhaka,22-Dec-18,2018,0,0,0,Bangladesh,Asia
4597,SC Kuggeleijn,New Zealand,2,0,5,2,0,0,100,1,India,Auckland,8-Feb-19,2019,0,0,0,New Zealand,Australia
4598,TK Curran,England,2,0,-,2,0,0,100,2,West Indies,Gros Islet,5-Mar-19,2019,0,0,0,West Indies,North America
4599,MK Pandey,INDIA,2,0,-,5,0,0,40,2,West Indies,Providence,6-Aug-19,2019,0,0,0,United States of America,North America
4600,DA Warner,Australia,2,0,-,4,0,0,50,2,Pakistan,Sydney,3-Nov-19,2019,0,0,0,Australia,Australia
4601,E Lewis,West Indies,2,0,-,3,0,0,66.66,2,Ireland,Basseterre,18-Jan-20,2020,0,0,0,West Indies,North America
4602,MJ Santner,New Zealand,2,0,-,2,0,0,100,1,India,Auckland,24-Jan-20,2020,0,0,0,New Zealand,Australia
4603,T Shamsi,South Africa,2,0,4,4,0,0,50,2,Australia,Johannesburg,21-Feb-20,2020,0,0,0,South Africa,Africa
4604,MA Starc,Australia,2,0,3,2,0,0,100,2,South Africa,Port Elizabeth,23-Feb-20,2020,0,0,0,South Africa,Africa
4605,T Shamsi,South Africa,2,0,5,4,0,0,50,2,Australia,Cape Town,26-Feb-20,2020,0,0,0,South Africa,Africa
4606,CJ Jordan,England,2,0,-,3,0,0,66.66,1,Pakistan,Manchester,28-Aug-20,2020,0,0,0,England,Europe
4607,MA Starc,Australia,2,0,-,1,0,0,200,1,England,Southampton,6-Sep-20,2020,0,0,0,England,Europe
4608,TK Curran,England,2,0,4,3,0,0,66.66,1,Australia,Southampton,8-Sep-20,2020,0,0,0,England,Europe
4609,CK Langeveldt,South Africa,2,1,5,4,0,0,50,1,New Zealand,Johannesburg,21-Oct-05,2005,0,0,0,South Africa,Africa
4610,J Botha,South Africa,2,1,3,4,0,0,50,2,Australia,Brisbane,9-Jan-06,2006,0,0,0,Australia,Australia
4611,CL Cairns,New Zealand,2,1,7,9,0,0,22.22,2,West Indies,Auckland,16-Feb-06,2006,0,0,0,New Zealand,Australia
4612,SM Pollock,South Africa,2,1,4,3,0,0,66.66,1,Australia,Johannesburg,24-Feb-06,2006,0,0,0,South Africa,Africa
4613,PD Collingwood,England,2,1,10,11,0,0,18.18,1,Pakistan,Bristol,28-Aug-06,2006,0,0,0,England,Europe
